,name,address,kurtosis_oxygen,pregnant,education-num,relationship,skewness_glucose,mean_glucose,std_oxygen,capital-gain,skewness_oxygen,kurtosis_glucose,personal_info,education,fnlwgt,class,std_glucose,income,mean_oxygen,hours-per-week,capital-loss
361,Brock Jones,"Unit 9091 Box 2571
DPO AP 18808",9.395335607,f,10.0, Unmarried,0.17970906899999994,89.796875,15.80256718,0.0,106.1949271,0.583913914,"Other-service|France
Divorced -- Private|White", Some-college,180980.0,0.0,50.54227182, <=50K,2.415551839,42.0,0.0
362,Rex Hicks,"23591 Carson Terrace Suite 177
West Alejandrohaven, WV 94970",10.30560312,FALSE,9.0, Not-in-family,-0.059648420999999986,125.171875,12.92104986,0.0,150.020585,-0.017724147,"Other-service|United-States
Never-married -- Private|White", HS-grad,173350.0,0.0,45.76879897, <=50K,2.177257525,30.0,0.0
363,Larry Patterson,"238 Rachel Keys Suite 188
Amychester, CT 34205",8.129131059,f,9.0, Own-child,0.14139204,139.765625,22.89608767,0.0,68.3581867,0.22671870100000002,"Other-service|United-States
Never-married -- Private|White", HS-grad,294253.0,0.0,48.32094596, <=50K,3.0401337789999996,27.0,0.0
364,Ed Dunlap,"62586 Isabel Parkways
North Reginald, DC 42712",2.170302981,f,-400.0, Husband,-0.144302003,113.8671875,66.7145667,0.0,3.182493431,0.66327693,"Craft-repair|United-States
Married-civ-spouse -- Self-emp-not-inc|White", 7th-8th,282660.0,0.0,52.34879582, <=50K,28.60117057,40.0,0.0
365,Jerry Torres,"3677 Rocha Mountain
Craigmouth, MD 23451",10.30828228,f,2.0, Husband,-0.168790761,124.046875,17.45343263,0.0,114.76183700000001,0.034262891000000004,"Sales|Mexico
Married-civ-spouse -- Private|White", 1st-4th,196344.0,0.0,48.95722932, <=50K,2.047658863,50.0,0.0
366,Calvin Cobian,"17350 Shannon Station
New Kenneth, AR 98016",6.09987291,f,-1000.0, Not-in-family,-0.311290045,131.4140625,28.83379051,0.0,38.29500686,0.038401678,"Adm-clerical|United-States
Never-married -- State-gov|Black", Some-college,117927.0,0.0,51.04310791, <=50K,5.18645485,40.0,0.0
367,Robert Olson,"24414 Jodi Field Suite 648
Lake Carriechester, MN 38861",17.39021873,FALSE,12.0, Husband,-0.34169909200000004,122.09375,10.72683661,0.0,339.0620875,0.22269500600000008,"Adm-clerical|United-States
Married-civ-spouse -- Private|White", Assoc-acdm,113198.0,0.0,53.760673, <=50K,0.72993311,28.0,0.0
368,Matthew Miller,"01768 Davis Mall
South Andrewview, NM 88568",16.76752255,f,11.0, Own-child,0.198942255,122.109375,10.33081875,0.0,349.9982458,-0.071051027,"Exec-managerial|United-States
nan -- Private|White", Assoc-voc,162282.0,0.0,46.44977704, <=50K,1.076086957,40.0,0.0
369,Willie Gerace,"Unit 0472 Box 3935
DPO AA 56086",5.266317669,f,, Not-in-family,0.113315253,119.3828125,29.76758924,0.0,28.29980424,0.133798541,"Adm_clerical|United-States
?? -- Self-emp-not-inc|White", Some-college,71676.0,0.0,47.98113579, <=50K,6.41722408,1.0,1944.0
370,Tony Hutchison,"909 Mitchell Stravenue
West Johnburgh, MO 60281",10.06417647,f,-1100.0, Not-in-family,-0.329046296,133.9765625,17.83814958,0.0,108.2407414,-0.125244006,"Craft-repair|United-States
Never-married -- Private|White", Assoc-voc,37070.0,0.0,51.02396264, <=50K,2.015886288,45.0,0.0
371,William Snyder,"935 Patricia Underpass
Hardyberg, MA 64743",6.509253697,f,, Husband,0.5064595510000001,103.8046875,22.377208300000003,0.0,45.60707377,0.5334572670000001,"Exec-managerial|United-States
Married-civ-spouse -- Self-emp-inc|White", Bachelors,124963.0,0.0,44.33714205, >50K,3.8068561869999997,40.0,0.0
372,Ronald Willis,"7710 Martinez Extensions Suite 462
West Yolanda, GA 19315",10.52082348,f,11.0, Not-in-family,2.964896881,88.609375,,,123.6145093,0.794415553,"Tech-support|United-States
Divorced -- Federal-gov|White", Assoc-voc,206553.0,0.0,35.04266025, <=50K,,40.0,0.0
373,Richard Branscum,"8140 Nguyen Village
Russellhaven, AK 75964",-0.816324388,f,, Husband,-0.19311539600000002,131.8515625,73.70650984,0.0,-1.157791274,0.036626774,"Sales|United-States
Married-civ-spouse -- Private|White", Some-college,160910.0,0.0,52.62931839, <=50K,113.3704013,50.0,0.0
374,Terry Reynolds,"0019 Jensen Land Apt. 513
Port Timothyville, WI 53386",1.814139538,f,13.0, Not-in-family,17.82768407,42.375,63.73788100000001,0.0,2.34681367,3.945916959,"Prof-specialty|United-States
Divorced -- Private|White", Bachelors,180572.0,1.0,37.74523977, >50K,35.49080268,50.0,0.0
375,Emerson Williams,"888 Benjamin Parks Suite 847
Donaldtown, IA 66533",13.84606286,f,9.0, Own-child,3.411963798,80.4296875,11.45450772,0.0,244.3328676,0.870979595,"Handlers-cleaners|United-States
Never-married -- Private|White", HS-grad,362491.0,0.0,35.65868662, <=50K,1.344481605,40.0,0.0
376,Taylor Porter,"540 Taylor Corner
Stephensbury, SC 03541",4.651450959,f,10.0, Unmarried,9.562797275,56.09375,39.60656723,0.0,21.28355403,2.44164557,"Adm-clerical|United-States
Divorced -- State-gov|Black", Some-college,199450.0,1.0,37.82369411, <=50K,9.288461538,40.0,0.0
377,Lawrence Jones,"8550 Summers Wells Apt. 570
West Brianstad, SD 90048",2.191274923,f,900.0, Not-in-family,-0.11866076699999999,139.84375,57.03226823,0.0,3.694816701,0.132098139,"Craft-repair|United-States
Never-married -- Self-emp-not-inc|Amer-Indian-Eskimo", HS-grad,175732.0,0.0,44.29454635, <=50K,26.54264214,15.0,0.0
378,Timothy Moore,"29947 Cardenas Inlet
New Lorifort, ND 76662",8.749514393,FALSE,8.0, Own-child,0.306947588,117.4765625,15.97973718,0.0,93.99890129999999,0.054053950999999996,"Other-service|United-States
Never-married -- Private|White", 12th,93235.0,0.0,43.03631549, <=50K,2.502508361,25.0,1721.0
379,Steven Rowland,"PSC 1638, Box 9391
APO AE 57685",12.42748976,f,9.0, Husband,-0.061310736,136.984375,15.15187004,0.0,177.0109435,0.017744927,"Craft-repair|Germany
Married-civ-spouse -- Private|White", HS-grad,420749.0,0.0,52.24431554, <=50K,1.742474916,30.0,0.0
380,Michael Graham,"19130 Kristin Park Suite 838
Nancychester, MA 28943",6.336595217,f,, Husband,-0.433919351,149.8671875,28.91311137,0.0,42.99305409,-0.185069011,"Sales|United-States
Married-civ-spouse -- Private|White", HS-grad,148315.0,0.0,53.85532864, <=50K,5.956521738999999,30.0,0.0
381,Frank Fears,"6520 Kevin Rest
East Brianfurt, IL 67003",4.70467515,f,15.0, Not-in-family,0.228739585,130.6953125,27.59729198,0.0,23.17114033,0.069649321,"Prof-specialty|United-States
Widowed -- Local-gov|White", Prof-school,123325.0,0.0,48.17182115, <=50K,6.37458194,40.0,0.0
382,William Ortiz,"11967 Melissa Squares
East Robin, DE 65168",10.81138847,f,10.0, Not-in-family,0.51196011,121.734375,13.24558377,0.0,158.669654,0.411469333,"?|United-States
Never-married -- ?|White", Some-college,40052.0,0.0,44.90815008, <=50K,2.08277592,45.0,2001.0
383,Clarence Wyatt,"813 Valerie Field Suite 618
West Brandonchester, MT 82219",3.858098278,f,13.0, Not-in-family,-0.117099841,131.078125,41.00415989,0.0,13.92389299,0.041918778,"Adm-clerical|United-States
Never-married -- Private|White", Bachelors,264968.0,0.0,45.85227799, <=50K,10.70652174,40.0,0.0
384,Pablo Mizutani,"2738 Jared Lights Apt. 994
Washingtonmouth, MI 42662",10.61735033,f,, Not-in-family,0.87596966,109.2734375,18.99354887,0.0,118.0708248,0.31389928899999997,"Sales|United-States
Widowed -- Self-emp-inc|White", Some-college,98116.0,0.0,43.18595599, >50K,2.010869565,40.0,0.0
385,Bradley Ming,"39272 Hughes Light
South Daniel, GA 38798",3.381583923,f,9.0, Husband,2.0099808919999997,96.453125,43.00994054,0.0,10.11561855,0.5930822720000001,"?|United-States
Married-civ-spouse -- ?|White", HS-grad,199947.0,0.0,36.07714377, <=50K,12.4548495,32.0,0.0
386,Robert Yeah,"121 Crosby Landing
Lake Donald, AR 85558",5.919328985,f,9.0, Husband,-0.368045041,143.71875,28.02413256,0.0,35.81880526,-0.113036125,"Craft-repair|United-States
nan -- self-emp-not-inc|White", HS-grad,170721.0,0.0,47.62351335, <=50K,5.346989967,40.0,2002.0
387,Norbert Herring,"7560 Bobby Fall Suite 330
Julieport, OH 01896",1.188096123,f,10.0, Husband,24.69773167,37.9453125,75.38492581,0.0,0.197899545,4.64393735,"Transport-moving|United-States
Married-civ-spouse -- Private|White", Some-college,193165.0,1.0,33.07243674, >50K,57.50919732,52.0,0.0
388,Todd Salles,"04107 Ayala Orchard Apt. 863
Campbellchester, NC 61022",6.09455006,f,14.0, Husband,13.3905951,54.3125,28.14779266,0.0,39.33132707,3.104716093,"Sales|United-States
Married-civ-spouse -- Self-emp-inc|White", Masters,154120.0,1.0,37.62079503, >50K,5.27173913,60.0,0.0
389,Carl Dunn,"453 Clayton Harbor Suite 489
Port Melissa, ID 90578",10.70684894,f,7.0, Own-child,-0.30050055800000003,113.9453125,14.11356972,0.0,140.42783280000003,0.26592276600000003,"Other-service|United-States
nan -- Private|Black", 11th,274057.0,0.0,47.30656479, <=50K,1.9331103680000001,8.0,0.0
390,Tracy Jones,"68421 Edward Circles
East Amber, WV 24456",9.840352979,f,16.0, Not-in-family,0.055025027000000004,121.0078125,21.49809375,0.0,100.07932159999999,0.275569206,"Exec-managerial|United-States
Never-married -- State-gov|White", Doctorate,188809.0,0.0,46.84874199, >50K,2.418060201,50.0,0.0
391,Russell Lee,"51705 Delacruz Ferry
Torresside, KY 97154",7.669262971,f,5.0, Own-child,,,24.14042251,0.0,61.49419834,0.284662637,"Craft-repair|United-States
Never-married -- Private|Amer-Indian-Eskimo", 9th,25955.0,0.0,41.54947443,,3.4289297660000004,35.0,0.0
392,David Pinera,"715 Maria Viaduct
Julieville, MO 86123",3.514653641,f,11.0, Not-in-family,1.8833939119999998,110.8828125,44.24226539,0.0,11.21474472,0.58685415,"?|United-States
Never-married -- ?|Amer-Indian-Eskimo", Assoc-voc,55492.0,0.0,38.25298622, <=50K,12.60367893,30.0,0.0
393,Jermaine Murphy,"8721 Phillips Burg
Johnsborough, WY 20996",9.103380695,f,9.0, Own-child,0.158175898,109.0859375,16.19393925,0.0,99.35624675,0.14819258,"Craft-repair|United-States
Divorced -- self-emp-not-inc|Amer-Indian-Eskimo", HS-grad,108198.0,0.0,45.49399468, <=50K,2.589464883,15.0,0.0
394,Brian Soders,"USS Vincent
FPO AA 04116",0.641440979,f,6.0, Husband,18.67814491,42.5078125,71.68441027,0.0,-0.533831405,3.516711823,"Craft_repair|United-States
Married-civ-spouse -- Private|White", 10th,314007.0,1.0,34.30105595, <=50K,78.95903009999998,40.0,2051.0
395,Jerry Pressley,"7298 Hernandez Alley
Davidborough, FL 76476",-1.876387679,F,10.0, Husband,-0.82764003,99.28125,63.75879799,0.0,2.431296609,0.765557849,"Exec-managerial|United-States
nan -- Self-emp-inc|White", Some-college,125324.0,0.0,71.95646877, >50K,197.2341137,80.0,0.0
396,Arthur Nelson,"247 Cole Plaza Apt. 899
West Erinville, IN 48661",10.56707997,f,10.0, Not-in-family,0.32851601399999997,153.46875,13.34243893,0.0,153.9401867,-0.19521934600000002,"Sales|United-States
Never-married -- Private|White", Some-college,173804.0,0.0,45.12862477, <=50K,2.254180602,35.0,0.0
397,Anthony Pisciotta,"907 Allen Coves
North Christina, AR 21605",22.84698125,f,9.0, Husband,0.913052491,119.140625,8.963456972000001,0.0,585.7534445,0.14555517199999998,"Other-service|United-States
Married-civ-spouse -- Private|Black", HS-grad,434292.0,0.0,39.67893301, <=50K,0.490802676,30.0,0.0
398,Ernest Barton,"5873 Cheryl Roads Suite 323
Jonathanview, FL 77079",20.9789777,f,9.0, Not-in-family,-0.59893797,119.421875,8.975422026,0.0,548.5086977000002,0.090767973,"?|United-States
Never-married -- ?|White", HS-grad,95108.0,0.0,57.562684499999996, <=50K,0.805183946,40.0,0.0
399,Rod Steele,"61482 Joel Run Suite 634
Autumntown, LA 34245",3.9968872060000002,f,6.0, Not-in-family,-0.839404832,119.8359375,38.97765593,0.0,15.03876166,0.210767984,"Machine_op_inspct|United-States
Widowed -- Private|Black", 10th,382802.0,0.0,61.09863661, <=50K,9.815217391000001,40.0,1590.0
400,Donald Ayala,"591 Vasquez Causeway Suite 347
Port Susan, ND 45449",9.209921134,f,4.0, Unmarried,0.025726685,145.9296875,15.74287519,0.0,106.6904622,-0.283534628,"Machine-op-inspct|United-States
Divorced -- Private|White", 7th-8th,165441.0,0.0,48.69679526, <=50K,2.522575251,40.0,0.0
401,Roberto Howell,"5791 Brianna Alley
Michaelburgh, DC 73734",2.061246836,f,9.0, Husband,30.42817688,31.6015625,62.8684522,0.0,3.273828495,5.036449667,"Tech-support|United-States
Married-civ-spouse -- Private|White", HS-grad,211494.0,1.0,29.49823613, >50K,33.49498328,40.0,0.0
402,Robert Ramirez,"382 Johnson Oval Suite 662
Lake Stacymouth, NC 19004",12.61715608,f,10.0, Husband,-0.41673513700000003,110.28125,15.159241199999999,0.0,171.1505281,0.134786079,"Craft-repair|United-States
nan -- Private|White", Some-college,43221.0,0.0,53.61522893, >50K,1.380434783,43.0,0.0
403,Jamaal Allen,"98884 Andrew Hollow Suite 370
Lake Shawn, WI 43220",10.62455846,f,13.0, Husband,0.190931669,136.890625,14.31507875,0.0,141.63272790000005,-0.11684649300000001,"Adm-clerical|Mexico
Married-civ-spouse -- Private|White", Bachelors,260761.0,0.0,42.77781156, <=50K,1.972408027,40.0,0.0
404,George Anderson,"70734 Smith Extensions
Lopezmouth, NM 71594",11.24890689,f,9.0, Not-in-family,0.5339096010000001,107.84375,13.25513842,0.0,161.7639011,0.549522336,"Craft-repair|United-States
Divorced -- Private|White", HS-grad,186256.0,0.0,46.07389403, <=50K,1.91638796,40.0,0.0
405,John Williamson,"303 Teresa Roads
West Victorhaven, OK 65267",10.97305694,f,13.0, Own-child,2.957205662,80.1171875,12.50067481,0.0,166.86781580000005,1.031391062,"Exec-managerial|United-States
Never-married -- Private|White", Bachelors,118230.0,0.0,37.82972151, <=50K,1.8394648830000002,40.0,0.0
406,Clinton Luke,"117 Sarah Meadows Suite 409
New Paul, AL 85354",3.0840543869999997,FALSE,9.0, Not-in-family,1.526599702,98.828125,51.1758415,0.0,8.372713105,1.01242898,"Transport-moving|United-States
Never-married -- Private|White", HS-grad,155057.0,1.0,44.22847453, <=50K,16.86204013,70.0,0.0
407,Mario Isom,"7486 Graham Shores
West Caroline, ME 42430",11.08575487,f,12.0, Husband,-0.188354737,112.0078125,12.89939292,0.0,163.40420600000004,0.365664673,"Tech-support|United-States
Married-civ-spouse -- Private|White", Assoc-acdm,136419.0,0.0,55.61003957, >50K,1.8185618730000002,75.0,0.0
408,Ronald Motley,"4319 Eaton Village
East Nicholasshire, SC 79258",4.747951339,FALSE,10.0, Own-child,4.522207806,81.109375,38.71216751,0.0,21.65644713,1.512642171,"Sales|United-States
Never-married -- Private|White", Some-college,37783.0,1.0,36.79869953, <=50K,8.422240803,40.0,0.0
409,Karl Jordan,"954 Kim Bridge Suite 797
East Brittany, AL 58384",12.27492356,f,10.0, Husband,-0.170614756,133.09375,12.9345826,0.0,187.0354181,-0.18552683399999997,"Exec-managerial|United-States
Married-civ-spouse -- Self-emp-inc|White", Some-college,189253.0,0.0,50.98076192, >50K,1.509197324,45.0,0.0
410,Garfield Bowen,"3678 Gloria Pine Apt. 652
Kevinfort, LA 80839",-0.8216816509999999,F,7.0, Husband,2.703270007,70.7421875,84.47013465,0.0,-0.956543281,1.474642847,"Craft-repair|United-States
Married-civ-spouse -- private|White", 11th,123151.0,1.0,44.61278651, <=50K,139.04515049999998,60.0,0.0
411,John Patten,"867 Jones Knoll
Smithburgh, LA 99349",3.9823071010000004,f,10.0, Own-child,16.4699669,50.609375,39.9579891,0.0,16.36454974,3.667239216,"Handlers-cleaners|United-States
Divorced -- Private|White", Some-college,219591.0,1.0,35.50203215, <=50K,11.73578595,40.0,0.0
412,Frank Hart,"15468 Richardson Manors Suite 429
North Christianmouth, IN 55338",13.55265564,f,, Wife,-0.14995187199999999,103.703125,11.62769744,0.0,231.4907706,0.451433221,"Adm-clerical|United-States
Married-civ-spouse -- Private|White", Some-college,162028.0,0.0,49.09387681, >50K,1.2140468229999999,6.0,2415.0
413,James Hunt,"93487 Kim Prairie Suite 163
Villanuevaland, AK 33333",2.3457102709999997,f,-1000.0, Not-in-family,28.01368971,26.09375,52.61960201,0.0,5.245282211,5.067584278,"Adm-clerical|United-States
Never-married -- Federal-gov|Black", Some-college,189944.0,1.0,34.61516952, <=50K,26.01505017,72.0,0.0
414,George Nelson,"8969 Walter Mountain
Cummingsberg, KY 12173",0.259072872,f,15.0, Husband,25.06651792,38.4921875,77.06008772,0.0,-0.887048348,4.626391357,"Prof-specialty|United-States
Married-civ-spouse -- Private|White", Prof-school,167415.0,1.0,32.06024507, >50K,102.3938127,60.0,0.0
415,Earl Lorraine,"526 Reese Curve Suite 012
Wattsstad, IA 71794",13.30086219,f,11.0, Unmarried,0.29825231399999996,122.8046875,11.74043135,0.0,227.5955999,0.158970472,"Machine-op-inspct|United-States
Married-spouse-absent -- Private|White", Assoc-voc,197731.0,0.0,44.06831674, <=50K,1.4230769230000002,40.0,0.0
416,John Bormann,"71353 Miller Point
Lake John, PA 33429",5.7066510720000005,f,9.0, Own-child,0.353642666,143.671875,26.46234509,0.0,33.80261323,-0.045768538,"Handlers_cleaners|United-States
Never-married -- private|Black", HS-grad,183970.0,0.0,45.3026471, <=50K,5.173913043,40.0,0.0
417,Kenneth Burr,"61596 Danielle Trafficway
South Ryan, ND 49582",11.27100426,f,4.0, Husband,0.232529132,115.3515625,12.05071105,0.0,182.637098,0.156417671,"Farming-fishing|United-States
Married-civ-spouse -- Self-emp-not-inc|White", 7th-8th,201328.0,0.0,43.86050149, <=50K,1.85451505,56.0,0.0
418,George Trevino,"122 Antonio Cliff
Lewisview, NJ 68979",3.055454698,f,9.0, Not-in-family,7.957333027000001,70.0703125,55.28513401,0.0,7.9625201610000005,2.064123536,"?|United-States
Never-married -- ?|White", HS-grad,112683.0,1.0,38.21284625, <=50K,18.44565217,32.0,0.0
419,Peter Towns,"172 James Underpass
North Daniel, DE 77866",3.583205806,f,900.0, Husband,3.889400357,82.21875,49.78162363,0.0,11.65152623,1.63917658,"Other-service|United-States
Married-civ-spouse -- Self-emp-not-inc|White", HS-grad,25124.0,1.0,43.69799364, <=50K,14.29598662,60.0,0.0
420,Billy Pitts,"7832 Michele Meadow Apt. 996
East Lance, KY 96806",1.641698775,t,5.0, Own-child,32.75339724,43.2265625,71.64244924,0.0,1.4393392269999998,5.101297203000001,"Sales|Portugal
?? -- Self-emp-inc|White", 9th,64048.0,1.0,30.31609897, <=50K,43.88461538,44.0,0.0
421,Joshua Hawley,"Unit 6457 Box 7327
DPO AP 20796",-0.128000436,f,9.0, Husband,13.04289553,56.6171875,91.66224728,0.0,-1.587711289,3.170534272,"Craft-repair|United-States
Married-civ-spouse -- Private|White", HS-grad,214993.0,1.0,36.825628200000004, <=50K,116.16555179999999,40.0,0.0
422,John Copeland,"149 Williams Common
Lake Raymondstad, TN 41615",8.512788374,f,4.0, Husband,-0.582035474,116.875,15.70901897,0.0,91.65287226,0.024393246,"Farming-fishing|United-States
Married-civ-spouse -- Self-emp-not-inc|White", 7th-8th,207568.0,0.0,55.90197895, <=50K,2.7006688960000003,75.0,0.0
423,Raymond Avent,"0545 Kathleen Row
Frankmouth, AL 45791",10.27998232,f,9.0, Own-child,0.6720090190000001,101.7734375,13.53067734,0.0,139.8944611,0.49199318,"Craft-repair|United-States
Never-married -- Private|White", HS-grad,122272.0,0.0,43.30744286, <=50K,2.101170569,40.0,0.0
424,Donald Thomas,"455 Jimenez Walk Apt. 913
Russellton, NH 07459",2.243796464,f,, Unmarried,15.18684236,54.828125,57.03732460000001,0.0,4.707986374,3.229578768,"Adm-clerical|United-States
Widowed -- private|White", HS-grad,370615.0,1.0,34.67417748, <=50K,30.60953177,60.0,0.0
425,Leo Young,"04027 Weber Land
North Anthony, WV 67998",10.822421499999999,f,9.0, Not-in-family,3.4630000439999997,74.09375,12.81945002,0.0,156.8188374,0.907816452,"Craft-repair|United-States
Never-married -- Self-emp-inc|White", HS-grad,113530.0,0.0,36.31727324, <=50K,1.780936455,45.0,0.0
426,Christopher Larson,"42003 William Gardens
Sierrashire, AL 76982",-0.552205735,f,, Husband,1.838208621,82.96875,97.80042896,0.0,-1.5291232590000001,1.258430297,"Sales|United-States
Married-civ-spouse -- Self-emp-inc|White", Masters,240374.0,0.0,50.79307555, >50K,135.819398,40.0,0.0
427,Lance Epperson,"05538 Samuel Villages Suite 961
Ramirezmouth, OR 54533",1.012569622,f,9.0, Not-in-family,36.58425785,32.0859375,73.14644333,0.0,0.054996062000000005,5.290711395,"Handlers-cleaners|United-States
Widowed -- Private|White", HS-grad,178792.0,1.0,27.47073083, <=50K,67.80602007,40.0,0.0
428,Sammie Peterson,"46710 Julie Trail
Annaport, WI 08760",1.0589961140000002,f,, Wife,52.86635443,14.703125,57.25662724,0.0,1.258417581,7.218630762,"Adm-clerical|Philippines
?? -- Private|Asian-Pac-Islander", Bachelors,230959.0,1.0,29.81593517, >50K,81.60284281,40.0,1887.0
429,Robert Brown,"055 Andrew Estate
New Larry, NE 42205",5.533563572,f,7.0, Own-child,0.274223887,105.3671875,33.41443244,0.0,30.05607098,0.406818295,"Sales|United-States
Never-married -- Private|White", 11th,140164.0,1.0,44.84415219, <=50K,6.287625417999999,40.0,0.0
430,Robert Ortiz,"9113 Lewis Orchard Suite 781
Coopermouth, VA 02348",16.79279769,f,10.0, Other-relative,0.92843219,103.78125,10.07297022,0.0,361.9867161,0.411920687,"Tech-support|Vietnam
Never-married -- Private|Asian-Pac-Islander", Some-college,165306.0,0.0,39.77494058, <=50K,0.928093645,40.0,0.0
431,Pete Hubbard,"122 Murphy Cliff Suite 600
East Francisco, HI 05235",0.9888477609999999,f,10.0, Own-child,48.16864374,25.828125,70.63552397,0.0,0.136513894,6.793773206,"?|United-States
Never-married -- ?|White", Some-college,214635.0,1.0,29.67930397, <=50K,72.12541806,24.0,0.0
432,Tony Belizaire,"8986 Spence Road Suite 819
Perezburgh, GA 63079",7.390656677999999,f,15.0, Husband,-0.282324627,151.6953125,17.60603644,0.0,67.41588568,-0.125017978,"Adm-clerical|United-States
Married-civ-spouse -- Private|White", Prof-school,192384.0,0.0,49.45982565, <=50K,3.1580267560000004,40.0,0.0
433,David Skipper,"5437 Donald Creek Apt. 912
Lake Jenniferfurt, SD 75699",9.062318492000001,f,9.0, Husband,0.5001077970000001,124.3203125,14.794084699999996,0.0,106.476248,0.27981482,"Handlers_cleaners|United-States
Married-civ-spouse -- Private|White", HS-grad,155106.0,0.0,42.22057659, <=50K,2.454013378,40.0,0.0
434,Abraham Winkles,"78263 Jennifer Road
Williamsmouth, ME 37642",6.620284066,f,16.0, Wife,-0.769988553,130.78125,24.00725262,0.0,47.05181886,-0.00808476,"Prof-specialty|United-States
Married-civ-spouse -- Private|White", Doctorate,247469.0,0.0,57.11952073, >50K,4.177257525,30.0,0.0
435,Calvin Drake,"56233 Benson Ridge
Coxview, MO 19107",0.658768089,f,14.0, Husband,0.189175521,109.8203125,62.86029108,0.0,-0.5033874629999999,0.303768649,"Exec-managerial|United-States
Married-civ-spouse -- Self-emp-inc|White", Masters,304955.0,0.0,47.03264053, >50K,58.27006689,50.0,0.0
436,Doug Jackson,"89329 Sanchez Isle Suite 166
Howetown, NE 36157",9.14320766,f,10.0, Husband,-0.11583859699999999,118.53125,18.55261307,0.0,90.29219986,0.084105794,"Protective-serv|United-States
Married-civ-spouse -- Local-gov|White", Some-college,192323.0,0.0,51.13461668, >50K,2.330267559,38.0,0.0
437,David Hayes,"235 Jennifer Throughway Suite 569
New Anthonyland, PA 19524",12.605433900000001,f,10.0, Unmarried,1.601186316,84.109375,11.59499034,0.0,216.6943663,0.5654196979999999,"Other-service|United-States
Divorced -- Private|White", Some-college,289148.0,0.0,39.527331200000006, <=50K,1.486622074,40.0,0.0
438,Neal Hills,"682 Jimenez Coves
Joseborough, SD 48776",10.95133445,f,, Husband,0.142162968,120.7421875,16.89417161,0.0,128.6209768,0.228387597,"Prof-specialty|United-States
Married-civ-spouse -- Private|White", Masters,104501.0,0.0,42.12504564, >50K,1.793478261,40.0,0.0
439,Carl Crumpler,"136 Bennett Crescent
North Jeremy, SD 72004",9.937012334,f,12.0, Not-in-family,2.053763565,81.2265625,13.38690084,0.0,133.34248090000003,0.7558309940000001,"Craft-repair|United-States
Separated -- private|Other", Assoc-acdm,196899.0,0.0,39.42243469, <=50K,2.0702341140000002,40.0,0.0
440,Marvin Johnson,"2918 Jordan Springs
Port Glenn, MN 91566",7.335245382999999,f,7.0, Own-child,-0.020463575,122.8828125,22.99385478,0.0,55.87978522,0.198375695,"Adm-clerical|United-States
Never-married -- Private|White", 11th,239947.0,0.0,44.62843493, <=50K,3.361204013,40.0,0.0
441,Thomas Whish,"USS Obrien
FPO AE 57226",1.389508736,f,5.0, Unmarried,3.86018177,102.46875,73.95063056,0.0,0.35152827299999995,1.118794002,"Other-service|United-States
Widowed -- Private|White", 9th,220019.0,1.0,35.34714838, <=50K,42.4138796,9.0,0.0
442,Chet Johnson,"Unit 0153 Box 6399
DPO AE 85615",8.151766855,f,6.0, Husband,0.836538887,89.7109375,14.96037259,0.0,91.82917099,0.617108654,"Transport-moving|United-States
Married-civ-spouse -- private|White", 10th,430005.0,0.0,43.43460464, >50K,2.7257525080000002,50.0,0.0
443,Troy Hertler,"Unit 9222 Box 8554
DPO AA 18146",3.5014414719999998,f,9.0, Unmarried,1.3796786540000001,112.5859375,53.97941654,0.0,10.35561243,0.084456105,"Other-service|United-States
Never-married -- Private|White", HS-grad,140869.0,0.0,37.17537141, <=50K,14.41220736,40.0,0.0
444,Brooks Kelley,"22410 Vaughn Passage Apt. 010
Port Joseph, CO 85237",3.161246497,FALSE,10.0, Husband,-0.525729536,115.7890625,53.07266926,0.0,8.496515733999999,0.19669950600000002,"Adm-clerical|Laos
Married-civ-spouse -- Federal-gov|Asian-Pac-Islander", Some-college,255386.0,0.0,53.7428269, <=50K,16.20234114,40.0,0.0
445,Michael Collins,"301 Daniel Path
Jameshaven, MO 41601",8.181717753,f,13.0, Husband,0.360822099,97.5078125,14.52030098,7688.0,97.26972308,0.587065035,"Exec-managerial|United-States
Married-civ-spouse -- Federal-gov|White", Bachelors,156229.0,0.0,45.51733806, >50K,2.882943144,40.0,0.0
446,David Signorile,"23675 Jennifer Island Suite 889
Tranland, AZ 19625",0.0002339,f,11.0, Husband,28.97053027,11.125,64.09768586,7298.0,-1.074914215,5.41032139,"Craft-repair|United-States
Married-civ-spouse -- Private|White", Assoc-voc,296478.0,1.0,37.64451321, >50K,130.006689,40.0,0.0
447,Andrew Kelly,"21776 Case Cove Apt. 170
Burtonmouth, NJ 41439",9.668791448,f,2.0, Not-in-family,-0.08293341,109.375,13.84050451,0.0,126.3002605,0.10997696,"Machine-op-inspct|El-Salvador
Never-married -- Private|White", 1st-4th,367749.0,0.0,48.21323081, <=50K,2.199832776,40.0,0.0
448,Gregory Keever,"12256 Mccall Glen
Kristenberg, NC 39031",0.833407145,f,, Husband,-0.595279906,129.96875,82.30454086,0.0,-0.7819279370000001,0.428819116,"Exec-managerial|United-States
Married-civ-spouse -- Private|White", Some-college,287315.0,0.0,53.92151958, >50K,64.63628763,55.0,0.0
